id,name
41,"SCOBRY LEACEY, Dominique. El barroco en Los andes. Quito: Amtex, 2000."
42,"CAMPOS, Norma (ed.). Barroco Andino. Memoria del I Encuentro Internacional sobre Barroco. La Paz: Unión Latina, 2003."
43,"CAMPOS, Norma (ed.). Barroco y fuentes de la diversidad cultural. Memoria del II Encuentro Internacional sobre Barroco. La Paz: Unión Latina, 2004."
44,https://www.dia.org/art/collection/dia-collection
45,"MUJICA, Ramón et al. El Barroco peruano. Lima: Banco de Crédito, 2002."
46,Fotografía Andrés Oliver Ucros
47,Fotografía Rodrigo Villalobos
48,"MUJICA, Ramón et al. El Barroco peruano. Lima: Banco de Crédito, 2003."
49,Fotografía Ricardo Uribe
50,"Borja, Jaime. Los ingenios del pincel. Bogotá, 2019. Recuperado de https://losingeniosdelpincel.uniandes.edu.co/#!/intro/1"
51,https://artsandculture.google.com/partner/the-white-house
53,"LOHMANN, Guillermo et al. La basílica catedral de Lima. Lima: Banco de Crédito, 2004."
54,"BUCHER, Bernadette. America: bride of the sun: 500 years Latin America and the Low Countries. Bruselas: Ministerie van de Vlaamse Gemeenschap, Administratie Externe Betrekkingen; Gent: Imschoot, 1991."
55,https://mesda.org/lp/collection/ 
58,"GARCÍA SAIZ, María Concepción. Las castas Mexicanas. Un género pictórico americano. Milan: Olivetti, 1989."
59,"GISBERT DE MESA, Teresa y Teresa Villegas de Anleiva. Museo Nacional de Arte. Catálogo de Obras Maestras. La  Paz: Museo Nacional de Arte, 2005."
60,https://www.facebook.com/MamaPillicha/photos/t%C3%ADtulo-la-virgen-peregrina-y-el-ni%C3%B1oartista-an%C3%B3nimo-escuela-cusque%C3%B1a-per%C3%BAtipo-pi/1959157467696569/
62,"RUIZ, Rogelio, Nelly Sigaut y Jaime Cuadriello. Catálogo comentado del acervo del Museo Nacional de Arte, Tomo II. México: Conaculta, 2004."
63,Fotografía Raquel Gagligliano
64,Web
65,Sin datos
66,Birrete de santa teresa articulo rubial
67,Fotografía Mario Hernández
68,"CUADRIELLO, Jaime. Catálogo comentado del acervo del Museo Nacional de Arte, tomo I. México: Conaculta, 2000."
69,http://www.museocolonial.gov.co/colecciones/piezas-del-mes/Paginas/Piezas%20del%20mes%202020.aspx
71,"Luis Mebold K. S.D.B. Catálogo de pintura colonial en Chile. Obras en monasterios de religiosas de Antigua fundación. Santiago: ediciones Universidad católica de Chile, 1987."
72,"RISHEL, Joseph J. y Suzanne Stratton-Pruitt. Revelaciones. Las artes en América Latina, I492-I820. México: Fondo de Cultura Económica, 2007."
90,"Instituto Nacional de Cultura. Inventario del patrimonio artístico mueble. Arequipa II. Lima: Dirección de Inventario, Registro y Catalogación, 1992."
91,"Museo Nacional de Arte del Banco Central del Ecuador. Catalogo  de la sala de arte colonial. Banco Central: Quito, 2001."
92,"CHACÓN, Cesar y Gretel Bardalez. La Catedral de Cusco y la iglesia de la Compañía de Jesús. Cusco: Piki, 2011."
93,"Colección arte virreinal peruano. Dos imágenes un tema; La virgen y el Rosario, la Sagrada Familia. Aeropuerto Jorge Chavez, 2006."
94,"MANRIQUE, Jorge Alberto. La colección pictórica del Banco Nacional de México. México: Fomento Cultural Banamex, 1992."
97,"La Colección BBVA en América Latina. Madrid: BBVA, 2006."
98,"Museo de Arte Hispanoamericano “Isaac Fernández Blanco”. Colores de los andes. Hacer, saber y poder. Buenos Aires: Museo de Arte Hispanoamericano “Isaac Fernández Blanco”, 2003."
99,"FANE, Diane. Converging Cultures: art and indentity in Spanish America. New York: Harry Abrams, 1996."
100,"ESTENSSORO, Juan Carlos et al. Los cuadros de mestizaje del virrey Amat. La representación etnográfica en el Perú colonial. Lima: Museo de Arte de Lima, 2000."
102,"LIBBY, Gary Russell.  Cuba: a history in art. Daytona Beach, Fla: Museum of Arts and Sciences, 1997."
103,"MALO, Claudio. Cuenca, Ecuador. Quito: Libri Mundi, Enrique Grosse-Luemern, 1991."
104,"Documentos de Arte Argentino. Cuaderno XXIII. Los Templos de San Francisco y Santo Domingo. Buenos Aires: Publicaciones de la Academia Nacional de Bellas Artes, 1947."
105,"PAZ, Octavio. México: esplendores de treinta siglos. New York: Metropolitan Museum of art – Amigos de las Artes de Mexico, 1991."
114,Flickr
115,flickr.com/photos/robertourrea7
117,"VILLASÍN ENDARA, Carlos y Alexandra Kennedy Troya. La gracia barroca. Quito: Banco Central del Ecuador, Dirección cultural, 2000."
118,Guía artística. Quito.
119,"Hechizo de Oaxaca. Monterrey: Museo de Arte Contemporáneo, 1992."
122,"GUTIÉRREZ, Ramón y Rodrigo Gutiérrez. Historia del arte iberoamericano. Madrid: lunwerg, 2000."
123,"BOULTON, Alfredo. Historia de la pintura en Venezuela, tomo I. Época colonial. Caracas: Ernesto Armitano, 1975."
126,"BARDI, P. M. Historia da arte brasileira. São Paulo: Comphania Melhoramentos, 1975."
127,"MESA, José de  y Teresa Gisbert. Historia de la pintura cuzqueña. Lima: Fundación Augusto N. Wiese, Banco Wiese, 1982."
128,"BOULTON, Alfredo. Historia abreviada de la pintura en Venezuela, tomo I. Caracas: Monte Avila, 1971."
129,"Academia Nacional de Bellas Artes. Historia general del arte en la Argentina, tomos I y II. Buenos Aires: Academia Nacional de Bellas Artes, 1982-2013."
130,www.commons.wikimedia.org/wiki/.
131,www.jesusdelamerced.wordpress.com
132,www.olanchito.wordpress.com/
133,www.catedral.org.
134,"SCHENONE, Héctor. Iconografía del arte colonial. Los Santos. Buenos Aires: Fundación Tarea, 1992."
135,"SEBASTIÁN, Santiago. Iconografía e iconología en el arte novohispano. México: Grupo Azabache, 1992."
139,"TAYLOR, Rene y Elena Gerlero. Iconología y Sociedad. Arte Colonial Hispanoamericao. XLIV Congreso Internacional americanista., México: Universidad Nacional Autónoma de México ,1987."
140,"DONOSO, Max, Teresa Gisbert et al. Iglesias en la antigua ruta de La Plata. Santiago de Chile: Max Donoso, 2011."
141,"OCHI, Maria Elena y Frei Hugo Fragoso. Igreja e convento de San Francisco da Baia. Rio de Janeiro: Versal, 2009."
143,"VARGAS LUGO, Elisa. Imágenes de los naturales en el arte de la Nueva España. Siglos XVI al XVIII. México: Fomento Cultural Banamex, 2005."
146,"RODRÍGUEZ NÓBREGA, Janeth. Las imágenes expurgadas: censura del arte religioso en el arte colonial. León, Universidad de León, Secretariado de Publicaciones, 2008."
147,"DEAN, Carolyn. Los cuerpos de los incas y el cuerpo de Cristo. Lima: Universidad Nacional Mayor de San Marcos, 2002."
150,"CUMMINS, Thomas et al. Los incas, reyes del Perú. Lima: Banco de Crédito,  2005."
152,Isabel Santiago
153,La jerarquía de los ángeles.
154,"Colegios Jesuitas. Artes de México, No. 58 (junio de 2001)."
156,"SCHENONE, Héctor. Iconografía del arte colonial. Jesucristo. Buenos Aires: Fundación Tarea, 1998."
157,"SIGAUT, Nelly y José Juárez. Recursos y discursos del arte de pintar. México: Museo Nacional de Arte, 2002."
158,Juan Pedro López.
159,"CAMPOS VERA, Norma (ed). La fiesta. Memoria del V Encuentro Internacional sobre Barroco. La Paz: Unión Latina, 2007."
161,"VILLEGAS DE ANEIVA, Teresa. La Paz y sus museos de arte. Barcelona: Bustamante Editores, 1999."
163,"VARGAS, José María. Liturgia y arte ecuatoriano. Quito: Santo Domingo, 1965."
164,"Museo de América. Los siglos de oro en los virreinatos de América, 1550-1700. Madrid: Sociedad Estatal para la Conmemoración de los Centenarios de Felipe II y Carlos V, 1999."
165,Lucia Qurejazu.
166,"VARGAS, José María. Manuel Samaniego y su tratado de pintura. Quito: Museo Jacinto Jijón y Caamaño, Santo Domingo, 1975."
167,"Antiguo Colegio de San Ildefonso. Maravillas y curiosidades. Mundos inéditos de la Universidad. México: San Ildefonso, 2002."
169,"CALZADILLA, Juan. Una colección de pintura en Venezuela. Obras de arte en la colección Arnold Zingg. Bilbao: editorial la gran enciclopedia vasca, 1981."
170,"BAKULA, Cecilia, et al. Mestizo. Del renacimiento al barroco andino. Lima: Impulso Empresa de servicios SAC, 2008."
171,"TOVAR DE TERESA, Guillermo. México barroco. México: Sahop, 1981."
174,"JUSTO ESTEBARANZ, Ángel. Miguel de Santiago en San Agustín de Quito: la serie de pinturas sobre la vida del santo. Quito: FONSAL, 2008."
175,"JUSTO ESTEBARANZ, Ángel. Miguel de Santiago en San Agustín de Quito: la serie de pinturas sobre la vida del santo. Sevilla: Guadalquivir, 2008."
176,"Monjas coronadas. Vida conventual femenina en Hispanoamérica. México: INAH, 2003."
178,"RIVERO, José Manuel (coord.). Museo Regional de Querétaro. Dirección de Patrimonio Cultural. México: Gobierno del Estado de Querétaro, 1986."
179,www.mecd.gob.es/museodeamerica/colección/
181,"CERVANTES, Miguel. Museo Amparo. Obras selectas. México: Libri Mundi, Museo Nacional de Historia, Castillo de Chapultepec, 2008."
182,Museo Regional Querétaro.
183,"AA.VV. O Museu da Inconfidencia. São Paulo: Banco Safra, 1995."
184,"AA.VV. O Museu de arte sacra de São Paulo. São Paulo: Banco Safra, 1995."
185,"AA.VV. Museu da Arte da Bahía. São Paulo: Banco Safra, 1997."
186,"MAFRA DE SOUSA, Alcidio. Museu Nacional de Belas Artes. São Paulo: Banco Safra, 1985."
188,"AA.VV. O Museu da arte do Bahia. São Paulo: Banco Safra, 1989."
189,"AA.VV. O Museu Histórico Nacional. São Paulo: Banco Safra, 1989."
190,"Banco central de Bolivia. 70 obras coloniales restauradas. La Paz, Cochabamba, Sucre, Potosí.  La Paz: Fundación Cultural Banco Central de Bolivia, 2001."
191,"Obras coloniales restauradas. La Paz, Cochabamba, Sucre, Potosí. La Paz: Fundación Cultural Banco Central de Bolivia. 2001."
194,"PIERCE, Donna, Rogelio Ruiz y Clara Bargellini. Paiting a New World. Denver: Denver Art Museum, 2005."
196,"GISBERT, Teresa. El paraíso de los pájaros parlantes: la imagen del otro en la cultura andina. La Paz: Plural; Universidad Nuestra Señora de La Paz, 1999."
197,"VARGAS LUGO, Elisa, et al. Parabola Novohispana. Cristo en el arte virreinal. México: Banamex, 2000."
198,"Academia Nacional de Bellas Artes. Patrimonio Artístico Nacional. Inventario de Bienes Muebles. Ciudad de Buenos Aires I. Buenos Aires: Academia Nacional de Bellas Artes, 1998."
199,"Academia Nacional de Bellas Artes. Patrimonio Artístico Nacional. Inventario de Bienes Muebles. Ciudad de Buenos Aires II Primera parte. Buenos Aires: Academia Nacional de Bellas Artes, 2006."
200,"Academia Nacional de Bellas Artes. Patrimonio Artístico Nacional. Inventario de Bienes Muebles. Ciudad de Buenos Aires II Segunda parte. Buenos Aires: Academia Nacional de Bellas Artes, 2006."
201,"Academia Nacional de Bellas Artes. Patrimonio Artístico Nacional. Inventario de Bienes Muebles. Ciudad de Buenos Aires III. Buenos Aires: Academia Nacional de Bellas Artes, 2006."
202,"Academia Nacional de Bellas Artes. Patrimonio Artístico Nacional. Inventario de Bienes Muebles. Ciudad de Buenos Aires IV. Buenos Aires: Academia Nacional de Bellas Artes, 2006."
203,"BARBIERI, Sergio Darío. Patrimonio Artístico Nacional. Inventario de Bienes Muebles: Iglesia y Monasterio de Santa Catalina de Siena de Córdoba. Buenos Aires: Academia Nacional de Bellas Artes: The Getty Foundation, 2006."
205,"Perú indígena y virreinal. Museu Nacional d´art de Catalunya, Biblioteca Nacional de España. Madrid: Seaex, D.L., 2004."
207,"LÓPEZ GUZMÁN, Rafael J. Perú indígena y virreinal. Barcelona:  Sociedad Estatal p ara la Acción Cultural Exterior, Museu Nacional d'Art de Catalunya, 2004."
208,PESSCA www.colonialart.org/
212,"COSSIO DEL POMAR, F. Pintura colonial. Escuela Cuzqueña. París: Crete, 1929."
213,"BURKE, Marcus. Pintura y escultura en la Nueva España. El barroco. México: Azabache, 1992."
219,"BENAVENTE, Teófilo y Alejandro Martínez. Historia del arte cusqueño: pintores cusqueños de la colonia. Cusco: Municipalidad Provincial del Cusco. 1995."
220,"TOVAR DE TERESA, Guillermo. Pintura y escultura en la Nueva España (1557-1640). México: Azabache, 1992."
222,Pintura escult NE Mus Reg Qutaro.
226,"GUTIÉRREZ HACES, Juana. Pintura de los reinos: identidades compartidas: territorios del mundo hispánico, siglos XVI-XVIII, tomo 3. México: Banamex, 2009."
228,"GUTIÉRREZ HACES, Juana. Pintura de los reinos: identidades compartidas: territorios del mundo hispánico, siglos XVI-XVIII, tomo 4. México: Banamex, 2009."
231,"GUTIÉRREZ HACES, Juana. Pintura de los reinos: identidades compartidas: territorios del mundo hispánico, siglos XVI-XVIII, tomo 1. México: Banamex, 2008."
232,"GUTIÉRREZ HACES, Juana. Pintura de los reinos: identidades compartidas: territorios del mundo hispánico, siglos XVI-XVIII, tomo 2. México: Banamex, 2008."
235,"ARIBAS LEGAS, Javier, et al. Pintura en el Virreinato del Perú. Lima: Banco de Crédito del Perú, 1989."
236,"ANTEI, Giorgio. Plus Ultra: oltre il barrocco: arte latino-americana a confronto. Milano: Silvana, 2009."
237,Postal
238,"Presencia de Zurbarán. Catálogo de Exposición. Bogotá: Banco de la República, 1988."
239,"CAILLET-BOIS, H. Primer Salón de Arte Sagrado y retrospectivo. Santafé: Ministerio de Instrucción Pública, 1940."
240,"BENSON, Elizabeth, et al. Retratos. 2000 years of Latin American Portraits. San Antonio: Yale University Press, San Antonio Museum Art, 2005."
241,"FLÓREZ ARAOZ, José, et al. Santa Rosa de Lima y su tiempo. Lima: Banco de Crédito, 1995."
242,"MUJICA PINILLA, Ramón. Rosa limensis: mística, política e iconografía en torno a la patrona de América. México D. F.: Fondo de Cultura Económica, 2005."
244,"LEBRERO, Cecilia (ed.). Ruega por nosotros. Las imágenes religiosas del Museo Pueyrredón. San Isidro: Municipalidad de San Isidro, 2011."
245,www.Saber.sapo.ao/wiki/Barroco_no_Brasil
246,"Fondo pro recuperación del patrimonio cultural. Iglesia de San Pedro. Lima: Banco de Crédito, 1998."
247,"STASTNY, Francisco. Conjunto monumental de santo Domingo. Lima: Banco de Crédito, Fondo pro recuperación del patrimonio cultural, 1998."
248,"BRACCIO, Gabriela y Gustavo Tudisco. Ser y parecer. Identidad y representación en el Mundo Colonial. Buenos Aires: Museo de Arte Hispanoamericano “Isaac Fernández Blanco”, 2001."
249,"Serie de Santa Teresa: Visiones develadas, Monasterio del Carmen de San José de Santiago de Chile. Santiago: Santiago de Chile, 2009."
251,"BARRIO, Néstor, et al. Las doce sibilas de la parroquia de San Pedro Telmo. San Martín: Fundación Tarea, Universidad Nacional de General San Martín, 2005."
252,"SCOBRY LEACEY, Dominique. Simbología andina en el arte precolombino y colonial. Quito: Amtex, 1999."
254,"Sólo ángeles. Iconografía angélica en el arte colonial iberoamericano. Buenos Aires: Museo de Arte Hispanoamericano, 1995."
255,www.spanishcolonial.com
256,"BURUCÚA, José E. Tarea de diez años. Buenos Aires: Fundación Antorchas, 2000."
259,"LARA, María Eugenia de, et al. Tesoros del Museo Nacional de Historia en el Castillo de Chapultepec. México: INAH, 1994."
260,"ARMELLA DE ASPE, Virginia y Mercedes Meade de Angulo. Tesoros de la pinacoteca virreinal. México: Fomento cultural Banamex, 1993."
268,"MORENO PROAÑO, Agustín. Tesoros artísticos. Quito, Guayaquil: Museo Filanbanco, 1983."
270,"Tesoros del Arte Virreinal: Casa de la Moneda de Potosí. Barcelona: Iberdrola, 1996."
272,"STRATTON-PRUITT, Suzanne (ed.). The Virgin, Saints and Angels: South American Paintings 1600-1825 from the Thoma Collection. Stanford: Skira, 2006."
273,Tresors L’Ecuate.
274,"ABAD, Gonzalo y Diego Ortiz Múgica. Una serie de pinturas cuzqueñas de Santa Catalina: historia, restauración y química. Buenos Aires: Fundación Tarea, 1998."
276,"ARAUJO, Emanoel, et al. O universo mágico do barroco brasileiro. Sa~o Paulo: FIESP/CIESP/IRS, 1998."
277,"MURIEL, Josefina et al. Los vascos en México y su colegio de las Vizcaínas. México: Instituto de Investigaciones Estéticas e Históricas, UNAM, 1987."
278,"LÓPEZ VALLARINO, Teresa. La vida y el arte del ilustre panameño Hernando de la Cruz S.J., 1591-1646. Quito: La Prensa Católica, 1950."
280,"CURIEL, Gustavo, Fausto Ramírez, Antonio Rubial y Angélica Velázquez. Pintura y vida cotidiana en México: siglos XVII-XX. México: Fomento Cultural Banamex, 2002."
282,"PREJA DÍEZ-CANESCO, Alfredo. Vida y leyenda de Miguel de Santiago. México D.F.: Fondo de Cultura Económica, 1952."
283,"Álbum de las pinturas que representan el nacimiento, vida, milagros, santidad y último trance de nuestro seráfico padre San Francisco. Zurich: Moulinette, 1971."
289,"AA.VV. Viento detenido. Mitologías e historias en el arte del biombo. México: Museo Sumaya, 1999."
290,"DAMIAN, Carol. The virgin of the Andes. Art and ritual in Colonial Cuzco. Miami: Grassfield Press,1995."
294,"MUJICA, Ramón et al. Visión y símbolos. Del virreinato criollo a la república peruana. Lima: Banco de Crédito, 2006."
295,www.museoblaisten.com/
296,www.virreinato.inah.gob.mx/
299,www
300,Museo Franz Mayer
302,www.hellerpalacios.net/
303,www.hondudiariohn.com/
304,www.myspace.com
305,www.old.latribuna.hn /
306,www.sinosrealestate.com
307,www.skyscrapercity.com/
308,Fotografía Cristina Cabrera
309,"TIRAPELI, Persival. Arte Sacra Colonial Barroco memoria Viva. Sao Paulo: UNESP, 2005."
310,"ZANINI, Walter (ed.). Historia Geral da Arte no Brasil. Sao paulo: Instituto Walther Moreira Salles, 1983."
311,"OTT, Carlos, Joaquim Cardozo y Nair Batista. Pintura e Escultura II. Sao Paulo: Universidade de Sao paulo, 1978."
312,"ANDRADE RIBEIRO DE OLIVEIRA, Myriam. O Rococo religioso no Brasil e seus antecedentes europeus. Sa~o Paulo: sp, 2003."
313,"CAMPOFIORITO, Quirino. A pintura remanescente da colo^nia: 1800-1830. Rio de Janeiro: Pinakotheke, 1983."
314,"GORI, Iris y Sergio Barbieri. Patrimonio artístico nacional: inventario de bienes muebles: provincia de Salta. Buenos Aires: Academia Nacional de Bellas Artes, 1988."
315,"SIRACUSANO, Gabriela. La paleta del espanto. Color y cultura en los cielos e infiernos de la pintura colonial andina. Buenos Aires: UNSAM, 2010."
316,"GORI, Iris y Sergio Barbieri. Patrimonio artístico nacional: inventario de bienes muebles: iglesia y convento de san Francisco de Córdoba. Buenos Aires: Academia Nacional de Bellas Artes, 2000."
317,"AA.VV. Juegos de ingenio y agudeza: la pintura emblemática de la Nueva España. México: Museo Nacional de Arte; Banamex-Accival, 1994."
318,https://issuu.com/museodeartedelima/docs/la_colecci_n_petrus_y_ver_nica_fernandini._el_arte
319,www.worcesterart.org/
320,Fotografía Natalia Lozada
321,Web Universidad de Turabo
322,"SCHENONE, Héctor. Iconografía del Arte Colonial: Santa María. Buenos Aires: Educa, 2008."
323,"AMERLINCK, María Concepción y Manuel Ramos Medina. Conventos de monjas: fundaciones en el México virreinal. México: Grupo Condumex, 1995."
324,"URRUELA DE QUEZADA, Ana María (ed.). El tesoro de la Catedral Metropolitana. Guatemala: Banco Industrial, 2005."
325,"FISCHER, Manuela, Bea Hoffmann y Karoline Noack. Koloniale Kunst aus Lateinamerika. Katalog zur ständigen Ausstellung im Ethnologischen Museum. Berlín: SMB, 2006."
326,"PIERCE, Donna y Ronald Otsuka (eds.). Asia  and SpanishAmerica: Trans-Pacific Artistic & Cultural Exchanges, 1500-1850. Denver: Denver Art Museum, 2009."
328,"RIVERO LAKE, Rodrigo (ed.). El Arte Namban en el México Virreinal. Madrid: Turner, 2005."
329,"TORRES, Miguel (ed.). El Tesoro de El Calvario, Patrimonio de La Antigua Guatemala. Guatemala: Galería Guatemala de Fundación G&T Continental, 2009."
331,"Fundación Pedro y Angélica de Osma Gildemeister. Museo Pedro de Osma. Lima: Museo Pedro de Osma, 2004."
333,"MORENO EGAS, Jorge, et al. Radiografía de la piedra: los jesuitas y su templo en Quito. Quito: Fondo de Salvamento del Patrimonio Cultural de Quito,  2008."
334,"URRUELA DE QUEZADA, Ana María (ed.). The Treasure of La Merced: Art and History. Miami: Trade Litho, 1997."
336,El arte de Guatemala.
338,"ALARCÓN CEDILLO, Roberto y Armida Alonso Lutteroth. Tecnología de la obra de arte en la época colonial: pintura mural y de caballete, escultura y orfebrería. México, D.F.: Universidad Iberoamericana, 1993."
339,"BAYÓN, Damián y Murillo Marx. L´art colonial Sud-Américain: domaine espagnol et Brésil  París: Aurore Éditions D´art, SF."
340,"RISHEL, Joseph y Suzanne Stratton-Pruitt (eds.). The arts in Latin America, 1492-1820. Philadelphia: Philadelphia Museum of Art, 2006."
341,"AA.VV. De oficio pintor: arte colonial venezolano. Colección Patricia Phelps de Cisneros. Caracas: Fundación Cisneros, 2007."
342,"CASTEDO, Leopoldo. Historia del arte iberoamericano, I. Madrid: Alianza , 1988."
343,"Christie's. Important Latin American paintings, drawings and sculpture (Part I and II): pre-columbian and colonial works of art. New York: Christie's, 1996."
344,"CHACÓN TORRES, Mario. Arte Virreinal en Potosí: fuentes para su historia. Sevilla: Escuela de Estudios Hispano-Americanos de Sevilla, 1973."
345,"ROMERO CASH, Marie. Santos: enduring images of northern New Mexican village churches. Niwot:. University Press of Colorado, 1999."
346,"COSSIO DEL POMAR, Felipe. Arte del Perú colonial. México; Buenos Aires: Fondo de Cultura Económica, 1958."
347,"DUARTE, Carlos F. Catálogo de obras artísticas mexicanas en Venezuela: período hispánico. México: Universidad Nacional Autónoma de México, 1998."
348,"DUARTE, Carlos F. y Graziano Gasparini. Arte colonial en Venezuela. Caracas: Arte, 1974."
349,www Museo de Arte de New Orleans: www.hnoc.org/the-golden-legend-in-the-new-world-art-of-the-spanish-colonial-viceroyalties
350,www.v2012.cultura.gob.ar
355,www.spanishcolonial.photoshelter.com
356,www.peytonwright.com/historic
357,https://issuu.com/mortonsubastas/docs/creixell 
358,www.colonialarts.com/paintings
359,www.collections.lacma.org
360,www.itinerancias.artequin
361,Web pintura cuzqueña Ppoint
363,www.brooklynmuseum.org
364,www.robertsimon.com/colonial.html#
365,www.samuseum.org
367,www.figgeartmuseum.org/Collections/Mexican-Colonial.aspx
368,www.artic.edu
369,www.museum.dma.org
370,www.allentownartmuseum.org/collections/american-painting-sculpture
371,www.arquidiocesisdemerida.org.ve
372,www.google.com/culturalinstitute/
374,www.icom.museum/recursos/banco-de-datos-de-las-listas-roja
375,www.bibliotecavirtual.bcn.gob.ni/
376,www.centrocultural-quito.com/boletin.php?c=1621
377,www.elcomercio.com/cultura/arte_colonial-quito-centro_historico-casco_colonial-arte_0_859714090.html
378,www.cvc.cervantes.es/artes/ciudades_patrimonio/quito/paseo/acc-museo_colonial.htm
380,www.noma.org/collection/
381,www.mfah.org/art/collections/arts-of-north-america-placeholder/
382,www.wga.hu/
383,www.pinacoteca.org.br/
384,www.galeriacubarte.cult.cu/
385,www.newarkmuseum.org/
386,www.albanyinstitute.org/
387,www.collection.blantonmuseum.org/
388,www.extension.uc.cl/
389,www.inah.gob.mx/especiales/6021-miradas-comparadas-en-los-virreinatos-de-america-mexico-y-peru
390,www.mintmuseum.org/art/exhibitions/detail/spanish-colonial-art-from-the-lilly-and-francis-robicsek-collection
391,www.mintmuseum.org/
392,www.joslyn.org/collections-and-exhibitions/
393,www.shapingamerica.byu.edu/gallery/
394,www.lvc.edu/
395,www.metmuseum.org/Collections/
396,www.gibbesmuseum.pastperfect-online.com/
397,www.imamuseum.org/
398,www.museodeartecolonialmerida.blogspot.com/
399,www.americanart.si.edu/collections/
400,www.cantorcollections.stanford.edu/
402,www.collections.artsmia.org
403,www.mfa.org/catalogues
404,www.nga.gov/content/ngaweb/Collection
405,www.philamuseum.org/collections
406,www.npgportraits.si.edu/
407,www7.uc.cl/faba/
408,www.es.wikipedia.org/wiki/Jos%C3%A9_Gil_de_Castro#mediaviewer/
409,www.sanmartiniano.gov.ar/
411,www.flickr.com/photos/28047774@N04/6825716227/in/photostream/lightbox/
